Equipment Name,Type,Flowrate,Pressure,Temperature
Equipment_1403,Compressor,499.21,3.6,373.79
Equipment_1404,Pump,498.27,6.43,393.58
Equipment_1405,Reactor,136.04,5.81,248.57
Equipment_1406,Separator,190.73,12.69,360.94
Equipment_1407,Compressor,268.72,9.66,131.14
Equipment_1408,Pump,348.85,1.74,88.86
Equipment_1409,HeatExchanger,287.62,1.66,224.94
Equipment_1410,Valve,486.25,2.72,333.91
Equipment_1411,Condenser,375.8,7.71,279.13
Equipment_1412,HeatExchanger,145.42,1.12,273.06
Equipment_1413,Pump,97.29,10.39,56.11
Equipment_1414,HeatExchanger,359.78,7.85,161.12
Equipment_1415,Valve,121.3,11.55,378.82
Equipment_1416,Separator,404.45,14.7,97.0
Equipment_1417,Pump,189.97,5.77,304.23
Equipment_1418,HeatExchanger,197.1,3.98,315.76
Equipment_1419,Condenser,54.86,6.28,306.49
Equipment_1420,Condenser,365.46,1.03,396.25
Equipment_1421,Compressor,100.97,3.28,193.22
Equipment_1422,HeatExchanger,397.8,15.27,288.77
Equipment_1423,Reactor,271.34,5.23,117.78
Equipment_1424,HeatExchanger,402.93,19.89,189.9
Equipment_1425,Separator,312.77,4.19,222.05
Equipment_1426,Pump,87.09,15.99,125.19
Equipment_1427,Pump,394.54,14.4,367.38
Equipment_1428,Separator,81.41,7.12,300.67
Equipment_1429,HeatExchanger,265.42,7.28,149.32
Equipment_1430,Separator,127.56,11.71,97.23
Equipment_1431,Valve,388.55,17.2,150.75
Equipment_1432,Separator,460.22,8.34,268.04
Equipment_1433,Condenser,299.36,2.16,339.24
Equipment_1434,Separator,287.22,8.11,226.11
Equipment_1435,Pump,393.78,4.94,85.87
Equipment_1436,Condenser,52.29,18.84,137.26
Equipment_1437,Pump,462.99,14.25,170.8
Equipment_1438,Compressor,138.85,1.97,272.65
Equipment_1439,Reactor,492.85,6.57,136.33
Equipment_1440,Pump,381.31,1.95,131.87
Equipment_1441,Condenser,398.41,16.77,150.17
Equipment_1442,Compressor,345.29,18.22,257.39
Equipment_1443,Pump,262.25,3.13,222.42
Equipment_1444,Valve,307.23,9.37,344.57
Equipment_1445,Separator,70.88,18.71,294.28
Equipment_1446,Reactor,330.78,3.76,283.39
Equipment_1447,Pump,331.74,6.55,104.13
Equipment_1448,Compressor,451.04,6.78,69.33
Equipment_1449,Valve,277.55,1.57,228.5
Equipment_1450,HeatExchanger,84.71,1.69,75.07
Equipment_1451,Compressor,187.79,19.1,177.41
Equipment_1452,Separator,345.03,11.85,59.14
Equipment_1453,Compressor,157.67,6.83,111.88
Equipment_1454,Valve,176.24,8.19,88.63
Equipment_1455,Compressor,419.21,14.58,330.34
Equipment_1456,Valve,312.94,7.96,171.14
Equipment_1457,Pump,278.84,5.33,77.6
Equipment_1458,Valve,193.3,2.93,142.92
Equipment_1459,Valve,378.92,14.85,288.98
Equipment_1460,Reactor,179.47,4.43,310.97
Equipment_1461,Valve,381.68,2.32,91.95
Equipment_1462,Valve,81.55,9.11,322.5
Equipment_1463,HeatExchanger,439.04,1.75,179.7
Equipment_1464,Pump,274.8,19.33,287.78
Equipment_1465,Separator,247.33,12.92,285.03
Equipment_1466,Reactor,324.96,3.9,327.76
Equipment_1467,HeatExchanger,330.89,4.28,294.01
Equipment_1468,Condenser,109.42,11.83,63.6
Equipment_1469,Pump,390.31,7.77,231.82
Equipment_1470,Pump,174.17,15.71,108.16
Equipment_1471,Condenser,457.23,11.37,389.49
Equipment_1472,Separator,418.03,9.23,139.54
Equipment_1473,Valve,205.82,19.3,197.04
Equipment_1474,HeatExchanger,413.48,8.42,118.85
Equipment_1475,Compressor,210.38,8.61,97.11
Equipment_1476,Reactor,95.43,13.65,260.33
Equipment_1477,Compressor,482.85,16.38,222.61
Equipment_1478,Condenser,343.67,12.9,181.13
Equipment_1479,Pump,255.24,14.27,79.9
Equipment_1480,Separator,229.0,8.09,307.59
Equipment_1481,Pump,196.12,10.11,52.05
Equipment_1482,Reactor,491.65,4.74,210.18
Equipment_1483,Pump,110.64,13.92,271.4
Equipment_1484,Pump,191.66,5.21,200.75
Equipment_1485,Reactor,268.47,1.02,94.17
Equipment_1486,HeatExchanger,265.1,18.74,322.39
Equipment_1487,HeatExchanger,262.11,6.81,163.38
Equipment_1488,Reactor,129.1,4.74,97.16
Equipment_1489,Separator,115.22,6.09,242.59
Equipment_1490,Condenser,164.65,7.28,56.71
Equipment_1491,Pump,461.54,10.02,163.42
Equipment_1492,Separator,100.87,2.32,312.72
Equipment_1493,Pump,390.84,2.0,369.45
Equipment_1494,Condenser,390.9,6.57,257.1
Equipment_1495,HeatExchanger,414.4,6.62,126.16
Equipment_1496,Separator,448.98,3.24,127.0
Equipment_1497,Valve,168.37,8.69,261.36
Equipment_1498,Valve,151.05,6.4,192.37
Equipment_1499,Valve,259.48,1.5,112.04
Equipment_1500,HeatExchanger,169.29,17.83,325.59
Equipment_1501,HeatExchanger,380.44,17.83,120.09
Equipment_1502,Condenser,336.17,4.97,162.57
Equipment_1503,Pump,443.74,4.09,71.5
Equipment_1504,Condenser,87.23,11.4,295.48
Equipment_1505,Condenser,461.79,12.98,146.35
Equipment_1506,HeatExchanger,182.01,19.19,131.5
Equipment_1507,Valve,270.81,8.17,156.18
Equipment_1508,Compressor,247.38,12.75,355.95
Equipment_1509,Pump,392.14,17.69,231.31
Equipment_1510,HeatExchanger,239.15,9.55,105.26
Equipment_1511,Valve,474.6,3.32,321.07
Equipment_1512,Separator,456.14,8.17,122.96
Equipment_1513,Compressor,442.47,3.59,194.37
Equipment_1514,Compressor,82.07,1.32,248.83
Equipment_1515,HeatExchanger,434.42,15.28,254.56
Equipment_1516,Reactor,401.74,5.53,74.16
Equipment_1517,Pump,96.58,1.04,342.88
Equipment_1518,Compressor,98.34,17.58,217.8
Equipment_1519,HeatExchanger,95.52,9.43,396.24
Equipment_1520,HeatExchanger,55.1,5.54,301.1
Equipment_1521,Valve,296.89,5.99,397.4
Equipment_1522,Separator,488.03,5.57,208.72
Equipment_1523,Reactor,247.41,4.7,99.27
Equipment_1524,Pump,293.34,16.98,304.56
Equipment_1525,Condenser,485.59,4.24,322.22
Equipment_1526,Separator,164.83,11.68,348.49
Equipment_1527,Separator,436.31,2.47,155.51
Equipment_1528,Valve,295.88,19.04,228.74
Equipment_1529,Compressor,306.26,12.46,350.13
Equipment_1530,Compressor,204.43,18.16,352.66
Equipment_1531,Valve,302.71,8.56,58.99
Equipment_1532,HeatExchanger,82.91,16.4,284.82
Equipment_1533,Compressor,394.09,17.22,260.59
Equipment_1534,Reactor,178.11,14.36,79.17
Equipment_1535,Pump,449.42,2.77,375.55
Equipment_1536,Separator,215.53,1.31,205.88
Equipment_1537,Separator,114.27,4.2,285.99
Equipment_1538,Reactor,363.15,3.24,358.98
Equipment_1539,Compressor,124.06,14.78,95.54
Equipment_1540,Separator,389.16,11.58,349.55
Equipment_1541,Condenser,485.65,10.99,303.51
Equipment_1542,Pump,400.8,5.8,343.86
Equipment_1543,Pump,60.1,3.94,223.19
Equipment_1544,Separator,319.95,4.92,61.72
Equipment_1545,Valve,362.93,8.61,284.68
Equipment_1546,Separator,421.46,15.06,181.09
Equipment_1547,Valve,75.2,5.84,190.85
Equipment_1548,Separator,266.05,14.27,204.44
Equipment_1549,Condenser,290.92,10.34,222.52
Equipment_1550,HeatExchanger,126.11,17.82,281.68
Equipment_1551,Pump,195.1,5.43,304.37
Equipment_1552,Separator,248.1,9.57,321.89
Equipment_1553,Condenser,424.94,2.84,285.06
Equipment_1554,Valve,468.23,7.37,331.22
Equipment_1555,Valve,332.79,10.63,92.75
Equipment_1556,Pump,227.73,14.92,342.89
Equipment_1557,Reactor,164.31,4.76,185.55
Equipment_1558,Separator,491.96,5.14,235.07
Equipment_1559,Compressor,492.36,13.0,201.82
Equipment_1560,Valve,466.24,8.27,216.5
Equipment_1561,HeatExchanger,403.55,10.16,149.9
Equipment_1562,HeatExchanger,196.6,16.89,109.48
Equipment_1563,Valve,417.65,10.48,86.71
Equipment_1564,Reactor,233.96,13.4,207.99
Equipment_1565,Reactor,197.05,13.48,93.84
Equipment_1566,Condenser,385.19,16.27,135.75
Equipment_1567,HeatExchanger,85.84,13.12,96.77
Equipment_1568,Condenser,71.85,2.23,88.19
Equipment_1569,HeatExchanger,251.58,7.5,358.86
Equipment_1570,Separator,250.54,19.8,285.91
Equipment_1571,Separator,453.04,4.73,373.32
Equipment_1572,Compressor,106.77,12.15,275.4
Equipment_1573,Separator,105.48,17.02,345.38
Equipment_1574,Compressor,116.35,12.14,244.35
Equipment_1575,Separator,63.38,8.07,211.92
Equipment_1576,Pump,82.28,2.52,234.97
Equipment_1577,Separator,346.94,7.87,162.08
Equipment_1578,Condenser,244.21,4.46,280.29
Equipment_1579,Valve,393.62,19.26,364.01
Equipment_1580,Condenser,496.67,14.59,323.82
Equipment_1581,Valve,346.57,15.24,211.7
Equipment_1582,Reactor,72.71,9.28,383.87
Equipment_1583,Condenser,97.05,3.09,394.9
Equipment_1584,Reactor,446.45,6.07,222.59
Equipment_1585,Compressor,287.37,5.93,352.62
Equipment_1586,Compressor,421.18,10.25,51.67
Equipment_1587,Pump,435.48,9.76,73.33
Equipment_1588,Separator,467.45,9.23,57.84
Equipment_1589,Condenser,477.42,10.42,320.61
Equipment_1590,Reactor,299.67,19.75,77.92
Equipment_1591,Valve,203.46,6.67,55.97
Equipment_1592,Compressor,482.84,12.69,101.6
Equipment_1593,Separator,296.33,5.55,157.2
Equipment_1594,Compressor,78.91,9.87,212.65
Equipment_1595,Valve,339.25,4.8,72.89
Equipment_1596,Separator,314.46,11.61,224.64
Equipment_1597,Separator,453.11,6.04,136.82
Equipment_1598,Reactor,343.93,1.7,146.03
Equipment_1599,Reactor,207.07,16.49,337.67
Equipment_1600,Condenser,484.8,3.44,395.42
Equipment_1601,Condenser,410.73,7.99,212.35
Equipment_1602,HeatExchanger,333.69,10.07,162.62
Equipment_1603,HeatExchanger,181.82,9.22,376.01
Equipment_1604,Pump,218.09,14.79,225.16
Equipment_1605,Compressor,351.49,12.34,305.62
Equipment_1606,Condenser,82.39,6.61,194.81
Equipment_1607,Reactor,165.51,1.98,120.89
Equipment_1608,Valve,371.26,15.58,279.21
Equipment_1609,Reactor,266.01,7.7,282.69
Equipment_1610,Compressor,231.08,17.9,211.06
Equipment_1611,HeatExchanger,118.16,8.51,144.48
Equipment_1612,Reactor,248.83,14.64,341.13
Equipment_1613,Pump,396.81,18.85,146.36
Equipment_1614,Compressor,168.81,13.37,280.66
Equipment_1615,HeatExchanger,52.43,8.86,184.39
Equipment_1616,Valve,350.83,11.78,215.37
Equipment_1617,HeatExchanger,487.68,11.33,123.99
Equipment_1618,Separator,323.07,12.11,277.32
Equipment_1619,Pump,103.96,3.79,129.04
Equipment_1620,Compressor,194.33,14.27,220.0
Equipment_1621,Valve,440.44,3.76,164.96
Equipment_1622,Pump,154.66,1.28,387.26
Equipment_1623,HeatExchanger,323.46,12.87,393.78
Equipment_1624,Pump,231.2,3.22,313.72
Equipment_1625,Compressor,143.53,15.64,394.37
Equipment_1626,Condenser,416.03,17.45,89.74
Equipment_1627,Pump,384.27,18.95,397.31
Equipment_1628,Separator,347.72,13.63,86.24
Equipment_1629,Pump,156.35,10.16,195.41
Equipment_1630,HeatExchanger,94.04,7.69,133.63
Equipment_1631,HeatExchanger,309.27,10.33,383.85
Equipment_1632,Valve,299.16,4.62,272.53
Equipment_1633,HeatExchanger,134.77,7.62,258.99
Equipment_1634,Reactor,75.31,14.64,399.1
Equipment_1635,Compressor,86.32,5.13,264.35
Equipment_1636,Compressor,496.75,6.02,276.16
Equipment_1637,Condenser,402.61,15.24,65.67
Equipment_1638,Condenser,464.89,4.38,350.67
Equipment_1639,Compressor,137.77,5.67,389.53
Equipment_1640,Separator,482.26,1.33,386.11
Equipment_1641,Condenser,114.19,14.68,127.39
Equipment_1642,Valve,279.09,12.74,129.07
Equipment_1643,HeatExchanger,423.36,14.19,178.12
Equipment_1644,Compressor,207.41,5.07,158.57
Equipment_1645,Condenser,241.17,14.06,156.97
Equipment_1646,Compressor,107.68,12.33,261.83
Equipment_1647,Reactor,105.31,7.96,331.96
Equipment_1648,Pump,328.81,9.32,377.87
Equipment_1649,HeatExchanger,353.99,11.79,73.75
Equipment_1650,Compressor,399.8,10.37,147.29
Equipment_1651,Pump,300.51,13.19,139.25
Equipment_1652,Condenser,340.59,4.44,175.1
Equipment_1653,Pump,56.08,11.27,198.52
Equipment_1654,HeatExchanger,122.98,9.56,186.21
Equipment_1655,Compressor,493.21,9.76,383.25
Equipment_1656,Reactor,84.2,9.92,203.0
Equipment_1657,Separator,355.45,17.75,243.06
Equipment_1658,Condenser,129.24,16.55,312.02
Equipment_1659,Compressor,372.52,12.96,303.78
Equipment_1660,HeatExchanger,367.7,14.61,254.04
Equipment_1661,Condenser,155.39,1.81,351.29
Equipment_1662,Valve,171.34,15.14,268.46
Equipment_1663,Pump,344.65,10.24,356.17
Equipment_1664,Separator,225.54,7.04,155.97
Equipment_1665,HeatExchanger,137.55,3.66,96.21
Equipment_1666,Valve,379.26,2.43,336.83
Equipment_1667,Compressor,119.37,1.85,183.88
Equipment_1668,Reactor,435.04,4.07,277.88
Equipment_1669,Condenser,281.6,1.57,308.06
Equipment_1670,Pump,97.57,14.92,164.35
Equipment_1671,Condenser,362.33,5.72,226.81
Equipment_1672,Separator,283.62,8.01,363.22
Equipment_1673,Compressor,184.13,16.63,357.93
Equipment_1674,Condenser,240.14,3.18,312.27
Equipment_1675,Pump,184.25,16.88,316.96
Equipment_1676,Compressor,168.36,13.15,364.19
Equipment_1677,Condenser,123.62,7.5,307.72
Equipment_1678,Reactor,213.25,3.24,168.85
Equipment_1679,HeatExchanger,162.94,2.74,92.27
Equipment_1680,Compressor,357.55,7.37,197.66
Equipment_1681,HeatExchanger,357.74,3.67,80.57
Equipment_1682,Compressor,275.83,6.09,90.52
Equipment_1683,Reactor,400.08,2.01,382.56
Equipment_1684,HeatExchanger,428.6,12.31,286.56
Equipment_1685,Valve,310.89,3.76,348.06
Equipment_1686,Pump,328.52,15.38,275.01
Equipment_1687,Valve,177.3,5.15,196.49
Equipment_1688,Condenser,452.69,16.16,58.81
Equipment_1689,Reactor,60.89,4.61,384.54
Equipment_1690,Valve,206.87,14.71,74.83
Equipment_1691,Compressor,374.81,7.33,263.56
Equipment_1692,Condenser,86.04,12.08,85.77
Equipment_1693,Condenser,132.43,1.73,149.45
Equipment_1694,Valve,315.18,10.41,115.04
Equipment_1695,Valve,302.0,3.83,243.8
Equipment_1696,Reactor,382.52,10.24,360.48
Equipment_1697,Pump,415.68,3.69,272.47
Equipment_1698,Valve,107.86,9.3,282.47
Equipment_1699,Separator,58.27,3.1,368.13
Equipment_1700,Valve,360.34,5.18,312.3
Equipment_1701,HeatExchanger,185.63,12.31,353.08
Equipment_1702,Compressor,331.69,19.56,195.74
Equipment_1703,Separator,117.75,9.53,352.87
Equipment_1704,Separator,261.07,14.06,276.05
Equipment_1705,HeatExchanger,276.99,11.25,97.46
Equipment_1706,HeatExchanger,313.29,10.47,63.55
Equipment_1707,Condenser,280.93,2.23,135.41
Equipment_1708,Pump,273.06,3.74,182.42
Equipment_1709,Compressor,199.73,17.78,343.15
Equipment_1710,Reactor,82.03,8.79,309.44
Equipment_1711,Separator,90.28,12.67,384.38
Equipment_1712,Reactor,245.2,11.04,245.71
Equipment_1713,Valve,210.11,8.2,311.71
Equipment_1714,Valve,282.26,8.37,146.35
Equipment_1715,Reactor,187.18,11.55,287.85
Equipment_1716,Valve,359.56,3.68,297.15
Equipment_1717,Pump,438.78,8.36,346.95
Equipment_1718,HeatExchanger,184.49,9.49,237.74
Equipment_1719,Valve,136.84,19.72,277.15
Equipment_1720,Condenser,102.28,7.68,121.07
Equipment_1721,Valve,327.31,13.25,307.87
Equipment_1722,Compressor,249.74,3.61,343.44
Equipment_1723,Pump,134.61,2.24,257.81
Equipment_1724,Compressor,343.91,17.56,90.49
Equipment_1725,Compressor,116.82,14.88,159.5
Equipment_1726,Condenser,299.44,7.03,216.43
Equipment_1727,Pump,287.22,10.59,287.01
Equipment_1728,Pump,380.4,3.58,162.11
Equipment_1729,Pump,74.8,14.44,344.1
Equipment_1730,Pump,449.54,2.34,180.13
Equipment_1731,Pump,366.35,15.38,64.99
Equipment_1732,Condenser,147.26,11.39,327.9
Equipment_1733,Valve,132.53,6.3,275.48
Equipment_1734,Compressor,244.25,17.39,330.68
Equipment_1735,Pump,417.9,19.74,172.11
Equipment_1736,Separator,429.33,5.83,56.17
Equipment_1737,Valve,284.21,16.32,75.81
Equipment_1738,Valve,437.36,15.25,89.13
Equipment_1739,Compressor,52.45,15.2,331.8
Equipment_1740,Condenser,65.83,19.19,155.5
Equipment_1741,Reactor,460.32,10.25,399.26
Equipment_1742,Reactor,398.9,13.81,315.44
Equipment_1743,Valve,252.82,16.65,260.4
Equipment_1744,HeatExchanger,389.12,10.11,394.27
Equipment_1745,HeatExchanger,480.04,10.15,160.71
Equipment_1746,Compressor,397.44,7.05,107.97
Equipment_1747,Reactor,429.07,15.84,308.05
Equipment_1748,Valve,392.27,14.04,147.33
Equipment_1749,Condenser,125.69,9.57,386.36
Equipment_1750,Reactor,425.11,8.97,395.82
Equipment_1751,Valve,137.8,2.38,374.24
Equipment_1752,Valve,451.68,1.12,380.67
Equipment_1753,Pump,256.39,11.05,265.48
Equipment_1754,Condenser,354.64,8.93,292.24
Equipment_1755,Pump,273.76,16.12,82.99
Equipment_1756,Compressor,92.3,11.31,317.07
Equipment_1757,Pump,180.83,18.8,120.72
Equipment_1758,Separator,492.68,4.73,344.11
Equipment_1759,Pump,482.32,19.81,386.54
Equipment_1760,Separator,194.22,6.66,124.33
Equipment_1761,Reactor,498.33,13.21,77.31
Equipment_1762,HeatExchanger,430.5,10.54,219.36
Equipment_1763,Valve,324.93,7.83,327.04
Equipment_1764,Separator,68.06,3.65,319.72
Equipment_1765,Condenser,455.65,3.56,293.89
Equipment_1766,Pump,300.84,14.52,337.24
Equipment_1767,Separator,440.81,8.18,111.25
Equipment_1768,Condenser,425.49,19.26,278.18
Equipment_1769,HeatExchanger,424.85,7.19,261.99
Equipment_1770,HeatExchanger,364.18,19.69,103.7
Equipment_1771,Pump,181.14,4.9,195.05
Equipment_1772,Compressor,201.27,2.95,348.39
Equipment_1773,Pump,188.81,6.94,390.13
Equipment_1774,Reactor,59.02,17.83,282.9
Equipment_1775,Separator,312.16,10.92,372.68
Equipment_1776,Valve,364.48,3.58,96.22
Equipment_1777,Compressor,434.24,4.85,391.27
Equipment_1778,Pump,113.07,6.91,61.73
Equipment_1779,Condenser,294.88,12.21,234.54
Equipment_1780,Compressor,53.6,7.32,151.85
Equipment_1781,Separator,92.79,15.19,334.87
Equipment_1782,Compressor,74.4,12.71,126.14
Equipment_1783,Separator,376.47,17.6,54.04
Equipment_1784,Pump,86.48,10.52,195.11
Equipment_1785,Separator,372.4,7.29,72.44
Equipment_1786,Compressor,162.33,19.93,151.53
Equipment_1787,Condenser,444.97,7.76,275.31
Equipment_1788,HeatExchanger,415.92,9.14,153.15
Equipment_1789,Compressor,481.02,16.37,136.03
Equipment_1790,Separator,447.69,2.68,104.42
Equipment_1791,HeatExchanger,470.0,8.34,97.31
Equipment_1792,Separator,436.43,2.63,234.05
Equipment_1793,Condenser,362.02,3.65,288.53
Equipment_1794,Separator,126.62,1.09,208.46
Equipment_1795,Pump,172.27,1.18,93.26
Equipment_1796,Valve,145.73,8.23,276.71
Equipment_1797,Compressor,321.61,16.37,244.99
Equipment_1798,Valve,276.63,12.15,183.45
Equipment_1799,Separator,440.19,13.06,165.52
Equipment_1800,Condenser,478.7,10.87,114.1
Equipment_1801,Compressor,232.19,16.58,101.2
Equipment_1802,Separator,277.86,17.73,168.57
Equipment_1803,HeatExchanger,487.18,17.15,64.57
Equipment_1804,Reactor,174.31,16.43,202.82
Equipment_1805,Separator,406.58,4.47,260.55
Equipment_1806,Valve,151.36,12.28,379.58
Equipment_1807,Compressor,356.66,12.06,269.04
Equipment_1808,Valve,164.13,11.03,268.43
Equipment_1809,Compressor,447.68,10.14,181.05
Equipment_1810,Separator,302.67,2.69,96.66
Equipment_1811,Pump,133.67,2.94,206.43
Equipment_1812,HeatExchanger,150.97,18.14,259.54
Equipment_1813,Separator,272.23,12.97,303.41
Equipment_1814,Valve,482.72,5.98,339.13
Equipment_1815,Reactor,396.34,6.31,139.57
Equipment_1816,Reactor,269.74,12.59,134.43
Equipment_1817,Condenser,201.97,8.73,247.85
Equipment_1818,Compressor,297.17,9.39,248.11
Equipment_1819,Valve,386.76,2.15,126.28
Equipment_1820,Condenser,402.77,3.64,255.62
Equipment_1821,Valve,196.07,8.47,171.06
Equipment_1822,Compressor,374.52,14.29,273.76
Equipment_1823,Separator,346.0,1.91,151.87
Equipment_1824,Separator,481.6,7.36,257.3
Equipment_1825,Reactor,468.99,14.21,318.91
Equipment_1826,Separator,405.22,16.05,393.06
Equipment_1827,Separator,375.53,4.61,368.87
Equipment_1828,Pump,173.32,14.9,226.24
Equipment_1829,Reactor,430.68,19.15,220.92
Equipment_1830,Condenser,242.38,18.23,203.2
Equipment_1831,HeatExchanger,172.51,16.0,59.71
Equipment_1832,Pump,222.87,14.53,108.08
Equipment_1833,Condenser,426.17,5.47,70.72
Equipment_1834,Compressor,116.88,13.04,293.72
Equipment_1835,Pump,255.27,13.22,194.63
Equipment_1836,Condenser,271.56,8.73,72.32
Equipment_1837,Compressor,66.48,10.37,291.7
Equipment_1838,Reactor,138.09,14.19,275.55
Equipment_1839,HeatExchanger,422.03,19.09,301.99
Equipment_1840,Compressor,423.85,6.61,259.94
Equipment_1841,Separator,181.59,5.68,106.54
Equipment_1842,Valve,443.7,12.43,71.49
Equipment_1843,Compressor,397.3,3.49,336.0
Equipment_1844,Compressor,238.06,12.07,125.53
Equipment_1845,HeatExchanger,386.78,2.69,239.89
Equipment_1846,Valve,482.6,10.32,219.83
Equipment_1847,Separator,256.54,12.79,372.37
Equipment_1848,Condenser,157.29,2.33,243.35
Equipment_1849,Condenser,473.82,4.93,253.01
Equipment_1850,Compressor,321.68,7.37,161.83
Equipment_1851,Valve,97.37,8.0,385.54
Equipment_1852,Valve,307.71,13.85,264.33
Equipment_1853,Separator,275.26,11.05,51.74
Equipment_1854,HeatExchanger,435.02,8.26,244.63
Equipment_1855,Reactor,288.81,9.56,177.35
Equipment_1856,Condenser,164.85,1.25,61.24
Equipment_1857,HeatExchanger,354.04,15.64,201.04
Equipment_1858,Pump,294.16,1.78,320.75
Equipment_1859,Condenser,154.87,16.76,226.33
Equipment_1860,HeatExchanger,308.13,11.28,273.81
Equipment_1861,Condenser,419.69,11.03,273.91
Equipment_1862,Reactor,62.86,14.39,284.86
Equipment_1863,Pump,333.88,17.33,185.66
Equipment_1864,Reactor,207.31,18.91,179.5
Equipment_1865,Separator,181.7,11.32,51.6
Equipment_1866,Pump,226.66,3.86,103.98
Equipment_1867,Compressor,203.91,17.69,382.78
Equipment_1868,HeatExchanger,424.51,1.77,344.85
Equipment_1869,Pump,173.66,16.34,146.29
Equipment_1870,Separator,379.92,13.93,190.42
Equipment_1871,Separator,92.33,18.19,378.97
Equipment_1872,Reactor,478.13,18.05,137.66
Equipment_1873,Condenser,330.04,2.01,236.39
Equipment_1874,Pump,368.02,12.58,57.73
Equipment_1875,HeatExchanger,184.12,3.37,266.91
Equipment_1876,Pump,235.44,2.49,375.53
Equipment_1877,Valve,150.7,9.52,359.66
Equipment_1878,Condenser,469.64,2.85,225.69
Equipment_1879,HeatExchanger,269.65,14.83,277.37
Equipment_1880,HeatExchanger,333.7,19.41,249.43
Equipment_1881,Compressor,380.42,11.82,73.44
Equipment_1882,Reactor,217.0,5.47,105.55
Equipment_1883,Compressor,374.05,17.02,387.34
Equipment_1884,HeatExchanger,354.2,17.21,139.59
Equipment_1885,Condenser,367.55,14.92,184.56
Equipment_1886,Pump,270.15,12.69,228.13
Equipment_1887,Pump,222.32,17.49,392.7
Equipment_1888,Condenser,149.94,4.1,291.5
Equipment_1889,HeatExchanger,421.08,18.7,270.36
Equipment_1890,Separator,323.76,19.0,233.54
Equipment_1891,Pump,249.96,17.57,295.24
Equipment_1892,Separator,474.8,5.76,282.41
Equipment_1893,Pump,71.53,17.31,365.99
Equipment_1894,Pump,432.58,10.46,239.64
Equipment_1895,Reactor,498.91,12.3,197.53
Equipment_1896,Reactor,449.12,16.97,332.51
Equipment_1897,Valve,414.7,1.56,329.92
Equipment_1898,Compressor,218.44,7.9,109.44
Equipment_1899,Condenser,154.09,16.5,132.88
Equipment_1900,Condenser,380.68,16.47,385.52
Equipment_1901,Condenser,187.06,17.13,205.44
Equipment_1902,Valve,129.22,4.22,231.88
Equipment_1903,Reactor,403.94,14.41,158.56
Equipment_1904,HeatExchanger,190.64,3.78,218.37
Equipment_1905,Separator,461.5,15.92,310.17
Equipment_1906,Separator,428.28,5.66,218.82
Equipment_1907,HeatExchanger,431.44,15.02,160.17
Equipment_1908,Valve,397.21,9.65,83.6
Equipment_1909,HeatExchanger,446.4,19.74,374.89
Equipment_1910,Condenser,412.59,12.02,355.08
Equipment_1911,Compressor,321.13,13.02,326.98
Equipment_1912,Pump,183.12,8.0,292.92
Equipment_1913,Separator,449.69,14.96,230.43
Equipment_1914,Reactor,428.27,10.4,364.09
Equipment_1915,Reactor,262.8,1.34,327.1
Equipment_1916,Valve,67.59,12.56,335.6
Equipment_1917,Reactor,337.34,16.78,158.34
Equipment_1918,Condenser,72.77,5.5,198.21
Equipment_1919,Separator,466.83,5.2,297.38
Equipment_1920,HeatExchanger,482.73,12.57,179.87
Equipment_1921,Condenser,135.27,16.54,222.89
Equipment_1922,Valve,354.38,5.74,276.28
Equipment_1923,Condenser,91.52,18.71,203.22
Equipment_1924,HeatExchanger,378.28,18.62,327.56
Equipment_1925,Compressor,206.28,4.81,90.7
Equipment_1926,Valve,356.47,6.01,301.32
Equipment_1927,Compressor,217.79,14.31,100.82
Equipment_1928,Pump,115.51,19.08,378.24
Equipment_1929,Compressor,232.75,14.49,159.91
Equipment_1930,Pump,100.7,9.45,328.4
Equipment_1931,Pump,309.6,4.21,232.5
Equipment_1932,Compressor,68.43,9.76,81.88
Equipment_1933,Valve,287.29,12.53,253.91
Equipment_1934,HeatExchanger,448.87,7.29,369.26
Equipment_1935,Condenser,427.04,10.69,105.03
Equipment_1936,Condenser,447.25,3.47,162.46
Equipment_1937,HeatExchanger,464.92,9.59,203.71
Equipment_1938,Separator,97.04,2.72,146.27
Equipment_1939,Separator,107.94,1.93,380.32
Equipment_1940,Pump,300.65,17.29,182.13
Equipment_1941,Pump,452.29,4.9,280.32
Equipment_1942,Valve,488.46,11.93,128.37
Equipment_1943,Reactor,70.82,3.83,126.9
Equipment_1944,Compressor,210.1,5.99,111.55
Equipment_1945,Pump,145.8,7.87,202.18
Equipment_1946,Condenser,390.18,3.73,236.5
Equipment_1947,Valve,338.09,1.87,53.76
Equipment_1948,Compressor,103.95,17.67,341.52
Equipment_1949,Valve,267.58,1.22,229.46
Equipment_1950,Compressor,358.45,2.17,105.02
Equipment_1951,Compressor,400.55,16.3,73.55
Equipment_1952,HeatExchanger,59.02,6.36,72.12
Equipment_1953,Pump,450.71,14.73,140.18
Equipment_1954,Valve,306.18,3.78,224.75
Equipment_1955,Valve,415.36,5.51,351.08
Equipment_1956,HeatExchanger,413.57,11.88,366.04
Equipment_1957,Condenser,135.43,19.78,341.31
Equipment_1958,Condenser,99.58,2.4,165.0
Equipment_1959,Separator,374.58,8.61,157.3
Equipment_1960,Pump,120.39,1.82,395.61
Equipment_1961,Pump,432.47,4.79,288.45
